TIPO_PRODUTO,NOME_PRODUTO,DATA_FINALIZACAO_PROCESSO,CATEGORIA_REGULATORIA,NUMERO_REGISTRO_PRODUTO,DATA_VENCIMENTO_REGISTRO,NUMERO_PROCESSO,CLASSE_TERAPEUTICA,EMPRESA_DETENTORA_REGISTRO,SITUACAO_REGISTRO,PRINCIPIO_ATIVO,NOME-PRODUTO
MEDICAMENTO,ACEBROFILINA,19/03/2007,GENERICO,125680159.0,01/03/2027,25351368763200608,BRONCODILATADORES,73856593000166 - PRATI DONADUZZI & CIA LTDA,VÁLIDO,ACEBROFILINA,ACEBROFILINA
MEDICAMENTO,ACEBROFILINA,19/05/2008,GENERICO,154230123.0,01/05/2028,25351120208200770,BRONCODILATADORES,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,VÁLIDO,ACEBROFILINA,ACEBROFILINA
MEDICAMENTO,ACEBROFILINA,21/03/2011,NAN,178170089.0,01/08/2015,25351652091200961,BRONCODILATADORES,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,VÁLIDO,ACEBROFILINA,ACEBROFILINA
MEDICAMENTO,ACEBROFILINA,28/01/2013,GENERICO,155840398.0,01/08/2025,25351525180201119,BRONCODILATADORES,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,VÁLIDO,ACEBROFILINA,ACEBROFILINA
MEDICAMENTO,ACEBROFILINA,21/01/2019,GENERICO,105730609.0,01/06/2029,25351849309201889,BRONCODILATADORES,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,ACEBROFILINA,ACEBROFILINA
MEDICAMENTO,ACECLOFENACO,15/08/2002,GENERICO,123520100.0,01/08/2027,253510081970284,ANTINFLAMATORIOS,73663650000190 - RANBAXY FARMACÊUTICA LTDA,VÁLIDO,ACECLOFENACO,ACECLOFENACO
MEDICAMENTO,ACECLOFENACO,12/03/2007,GENERICO,105830541.0,01/03/2027,25351429196200665,ANTINFLAMATORIOS,45992062000165 - GERMED FARMACEUTICA LTDA,VÁLIDO,ACECLOFENACO,ACECLOFENACO
MEDICAMENTO,ACECLOFENACO,05/12/2011,GENERICO,102351053.0,01/12/2026,25351730441200914,ANTINFLAMATORIOS,57507378000365 - EMS S/A,VÁLIDO,ACECLOFENACO,ACECLOFENACO
MEDICAMENTO,ACECLOFENACO,12/12/2011,GENERICO,105830742.0,01/12/2026,25351745914200979,ANTINFLAMATORIOS,45992062000165 - GERMED FARMACEUTICA LTDA,VÁLIDO,ACECLOFENACO,ACECLOFENACO
MEDICAMENTO,ACECLOFENACO,12/12/2011,GENERICO,167730357.0,01/12/2026,25351742066200933,ANTINFLAMATORIOS,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,VÁLIDO,ACECLOFENACO,ACECLOFENACO
MEDICAMENTO,ACECLOFENACO,14/05/2012,GENERICO,126750156.0,01/05/2027,25351548450201179,ANTINFLAMATORIOS,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,VÁLIDO,ACECLOFENACO,ACECLOFENACO
MEDICAMENTO,ACECLOFENACO,04/11/2013,GENERICO,103920172.0,01/11/2028,25351047703201011,ANTINFLAMATORIOS,30222814000131 - VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,VÁLIDO,ACECLOFENACO,ACECLOFENACO
MEDICAMENTO,ACECLOFENACO,27/03/2017,GENERICO,156510064.0,01/03/2027,25351185488201242,ANTINFLAMATORIOS,05254971000181 - ZYDUS NIKKHO FARMACÊUTICA LTDA,VÁLIDO,ACECLOFENACO,ACECLOFENACO
MEDICAMENTO,ACEFLOR,31/07/2017,SIMILAR,126750290.0,01/07/2027,25351307380201627,ANTINFLAMATORIOS,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,VÁLIDO,ACECLOFENACO,ACEFLOR
MEDICAMENTO,ACERATUM,21/02/2003,SIMILAR,104400005.0,01/06/2025,2599200340370,MEDICAMENTOS ATIVOS NA SECRECAO GORDUROSA,33173097000274 - CELLERA FARMACÊUTICA S.A.,VÁLIDO,PEROXIDO DE UREIA,ACERATUM
MEDICAMENTO,ACERTALIX,02/09/2019,NOVO,112780077.0,01/09/2029,25351666271201475,ANTI-HIPERTENSIVOS,42374207000176 - LABORATÓRIOS SERVIER DO BRASIL LTDA,VÁLIDO,INDAPAMIDA +  PERINDOPRIL ARGININA,ACERTALIX
MEDICAMENTO,ACERTANLO,30/01/2017,NOVO,112780075.0,01/01/2027,25351118802201460,ANTI-HIPERTENSIVOS,42374207000176 - LABORATÓRIOS SERVIER DO BRASIL LTDA,VÁLIDO,BESILATO DE ANLODIPINO +  PERINDOPRIL ARGININA,ACERTANLO
MEDICAMENTO,ACERTIL,13/01/2014,NOVO,112780074.0,01/01/2029,25351047692200967,ANTI-HIPERTENSIVOS,42374207000176 - LABORATÓRIOS SERVIER DO BRASIL LTDA,VÁLIDO,PERINDOPRIL ARGININA,ACERTIL
MEDICAMENTO,ACESYL,05/03/2007,ESPECIFICO,164000001.0,01/03/2027,25351407134200601,VITAMINAS E SUPLEMENTOS MINERAIS,05155425000193 - CASULA & VASCONCELOS INDÚSTRIA FARMACÊUTICA E COMÉRCIO LTDA,VÁLIDO,CLORIDRATO DE TIAMINA,ACESYL
MEDICAMENTO,ACETATO DE ABIRATERONA,25/06/2018,GENERICO,100431245.0,01/06/2028,25351368629201788,ANTINEOPLASICO,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,VÁLIDO,ACETATO DE ABIRATERONA,ACETATO DE ABIRATERONA
MEDICAMENTO,ACETATO DE CIPROTERONA + ETINILESTRADIOL,30/08/1996,SIMILAR,106460069.0,01/08/2001,250000277979675,HORMONIOS SEXUAIS EXCLUSIVE OCITOCICOS,61282661000141 - LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA,VÁLIDO,ACETATO DE CIPROTERONA,ACETATO DE CIPROTERONA + ETINILESTRADIOL
MEDICAMENTO,ACETATO DE CIPROTERONA+ETINILESTRADIOL,03/05/2013,GENERICO,155840400.0,01/05/2028,25351703022201132,ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,VÁLIDO,ACETATO DE CIPROTERONA +  ETINILESTRADIOL,ACETATO DE CIPROTERONA+ETINILESTRADIOL
MEDICAMENTO,ACETATO DE CIPROTERONA+ETINILESTRADIOL,09/05/2016,GENERICO,177940029.0,01/05/2026,25351056403201375,ANDROGENOS SIMPLES,09545589000188 - MABRA FARMACEUTICA LTDA,VÁLIDO,ACETATO DE CIPROTERONA +  ETINILESTRADIOL,ACETATO DE CIPROTERONA+ETINILESTRADIOL
MEDICAMENTO,ACETATO DE CLORMADINONA + ETINILESTRADIOL,31/01/2022,GENERICO,126750408.0,01/01/2032,25351576153201488,ANTICONCEPCIONAIS,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,VÁLIDO,ACETATO DE CLORMADINONA +  ETINILESTRADIOL,ACETATO DE CLORMADINONA + ETINILESTRADIOL
MEDICAMENTO,ACETATO DE CLORMADINONA + ETINILESTRADIOL,31/01/2022,GENERICO,167730674.0,01/01/2032,25351578918201414,ANTICONCEPCIONAIS,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,VÁLIDO,ACETATO DE CLORMADINONA +  ETINILESTRADIOL,ACETATO DE CLORMADINONA + ETINILESTRADIOL
MEDICAMENTO,ACETATO DE CLORMADINONA + ETINILESTRADIOL,21/02/2022,GENERICO,105831005.0,01/02/2032,25351578919201469,ANTICONCEPCIONAIS,45992062000165 - GERMED FARMACEUTICA LTDA,VÁLIDO,ACETATO DE CLORMADINONA +  ETINILESTRADIOL,ACETATO DE CLORMADINONA + ETINILESTRADIOL
MEDICAMENTO,ACETATO DE CLOSTEBOL + SULFATO DE NEOMICINA,22/06/2015,GENERICO,183260226.0,01/08/2027,25351096058201558,CERATOLITICOS E CERATOPLASTICOS,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,VÁLIDO,ACETATO DE CLOSTEBOL +  SULFATO DE NEOMICINA,ACETATO DE CLOSTEBOL + SULFATO DE NEOMICINA
MEDICAMENTO,ACETATO DE DEXAMETASONA,11/07/2005,GENERICO,125680126.0,01/07/2025,25351045969200573,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,73856593000166 - PRATI DONADUZZI & CIA LTDA,VÁLIDO,ACETATO DE DEXAMETASONA,ACETATO DE DEXAMETASONA
MEDICAMENTO,ACETATO DE DEXAMETASONA,15/05/2006,GENERICO,104971334.0,01/05/2026,25351072733200691,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,VÁLIDO,ACETATO DE DEXAMETASONA,ACETATO DE DEXAMETASONA
MEDICAMENTO,ACETATO DE DEXAMETASONA,25/06/2007,GENERICO,102350848.0,01/06/2027,25351486639200615,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,57507378000365 - EMS S/A,VÁLIDO,ACETATO DE DEXAMETASONA,ACETATO DE DEXAMETASONA
MEDICAMENTO,ACETATO DE DEXAMETASONA,25/06/2007,GENERICO,105830544.0,01/06/2027,25351482857200681,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,45992062000165 - GERMED FARMACEUTICA LTDA,VÁLIDO,ACETATO DE DEXAMETASONA,ACETATO DE DEXAMETASONA
MEDICAMENTO,ACETATO DE HIDROCORTISONA,15/05/2006,GENERICO,104971333.0,01/05/2026,25351070308200667,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,VÁLIDO,ACETATO DE HIDROCORTISONA,ACETATO DE HIDROCORTISONA
MEDICAMENTO,ACETATO DE PREDNISOLONA,28/05/2012,GENERICO,154230190.0,01/05/2027,25351735051200998,GLICOCORTICOIDES TOPICO OFTALMOLOGICO SIMPLES,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,VÁLIDO,ACETATO DE PREDNISOLONA,ACETATO DE PREDNISOLONA
MEDICAMENTO,ACETATO DE SÓDIO,17/05/2010,ESPECIFICO,164000004.0,01/05/2025,25351722910200853,ELETROLITOS SIMPLES,05155425000193 - CASULA & VASCONCELOS INDÚSTRIA FARMACÊUTICA E COMÉRCIO LTDA,VÁLIDO,ACETATO DE SODIO TRI-HIDRATADO ,ACETATO DE SODIO
MEDICAMENTO,ACETAZONA,09/08/2001,SIMILAR,109630046.0,01/08/2026,250000387869882,GLICOCORTICOIDES SISTEMICOS,06597801000162 - THEODORO F SOBRAL & CIA LTDA,VÁLIDO,ACETATO DE DEXAMETASONA +  DEXAMETASONA,ACETAZONA
MEDICAMENTO,ACETICIL,13/01/2000,SIMILAR,107150069.0,01/05/2029,250000040468843,ANALGESICOS,44010437000181 - CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA,VÁLIDO,ACIDO ACETILSALICILICO,ACETICIL
MEDICAMENTO,ACETILCISTEINA,17/01/2002,GENERICO,100430772.0,01/01/2027,253510323530183,EXPECTORANTES BALSAMICOS E MUCOLITICO,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,VÁLIDO,ACETILCISTEINA,ACETILCISTEINA
MEDICAMENTO,ACETILCISTEINA,04/07/2016,GENERICO,155840519.0,01/07/2026,25351663290201025,EXPECTORANTES BALSAMICOS E MUCOLITICO,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,VÁLIDO,ACETILCISTEINA,ACETILCISTEINA
MEDICAMENTO,ACETILCISTEINA,11/02/2019,GENERICO,105730648.0,01/01/2027,25351856205201821,EXPECTORANTES BALSAMICOS E MUCOLITICO,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,ACETILCISTEINA,ACETILCISTEINA
MEDICAMENTO,ACETILCISTEÍNA,21/11/2003,GENERICO,125680100.0,01/11/2028,25351025540200306,EXPECTORANTES BALSAMICOS E MUCOLITICO,73856593000166 - PRATI DONADUZZI & CIA LTDA,VÁLIDO,ACETILCISTEINA,ACETILCISTEINA
MEDICAMENTO,ACETILCISTEÍNA,23/03/2005,GENERICO,135690259.0,01/03/2015,25351263528200471,EXPECTORANTES BALSAMICOS E MUCOLITICO,00923140000131 - EMS SIGMA PHARMA LTDA,VÁLIDO,ACETILCISTEINA,ACETILCISTEINA
MEDICAMENTO,ACETILCISTEÍNA,20/06/2005,GENERICO,125680127.0,01/06/2025,25351043353200568,EXPECTORANTES BALSAMICOS E MUCOLITICO,73856593000166 - PRATI DONADUZZI & CIA LTDA,VÁLIDO,ACETILCISTEINA,ACETILCISTEINA
MEDICAMENTO,ACETILCISTEÍNA,03/09/2007,GENERICO,154230108.0,01/09/2027,25351100546200795,EXPECTORANTES BALSAMICOS E MUCOLITICO,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,VÁLIDO,ACETILCISTEINA,ACETILCISTEINA
MEDICAMENTO,ACETONIDA DE TRIANCINOLONA,29/09/2008,GENERICO,154230131.0,01/09/2028,25351051802200894,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,VÁLIDO,ACETONIDA DE TRIANCINOLONA,ACETONIDA DE TRIANCINOLONA
MEDICAMENTO,ACETONIDO DE TRIANCINOLONA+SULFATO DE NEOMICINA+GRAMICIDINA+NISTATINA,21/01/2004,GENERICO,102350651.0,01/01/2029,25351050818200375,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,57507378000365 - EMS S/A,VÁLIDO,GRAMICIDINA +  NISTATINA +  SULFATO DE NEOMICINA +  TRIANCINOLONA ACETONIDA,ACETONIDO DE TRIANCINOLONA+SULFATO DE NEOMICINA+GRAMICIDINA+NISTATINA
MEDICAMENTO,ACEVITON,01/09/2014,ESPECIFICO,143810165.0,01/09/2029,25351457119201356,VITAMINAS,02814497000107 - CIMED INDUSTRIA S.A,VÁLIDO,ACIDO ASCORBICO,ACEVITON
MEDICAMENTO,ACEZO,30/08/2021,SIMILAR,102980564.0,01/08/2031,25351338698201901,SUPRESSORES DA REABSORCAO OSSEA,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,VÁLIDO,ACIDO ZOLEDRONICO MONOIDRATADO,ACEZO
MEDICAMENTO,ACFOL,04/02/2000,ESPECIFICO,107150066.0,01/10/2028,2500000404788,ANTIANEMICOS,44010437000181 - CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA,VÁLIDO,ACIDO FOLICO,ACFOL
MEDICAMENTO,ACHEFLAN,09/11/2004,FITOTERAPICO,105730341.0,01/11/2029,25351148578200429,ANTINFLAMATORIOS + FITOTERAPICO SIMPLES,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,CORDIA VERBENACEA DC.,ACHEFLAN
MEDICAMENTO,ACICLOMAX,21/09/1998,SIMILAR,103900124.0,01/09/2003,250000363649718,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA),33349473000158 - FARMOQUÍMICA S/A,VÁLIDO,CLORIDRATO DE VALACICLOVIR,ACICLOMAX
MEDICAMENTO,ACICLOMED,07/05/2001,SIMILAR,143810023.0,01/03/2029,250000296259771,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA),02814497000107 - CIMED INDUSTRIA S.A,VÁLIDO,ACICLOVIR,ACICLOMED
MEDICAMENTO,ACICLOR,21/10/1999,SIMILAR,106890110.0,01/10/2029,2500003624598,ANTIVIROTICOS,92695691000103 - KLEY HERTZ FARMACEUTICA S.A,VÁLIDO,ACICLOVIR,ACICLOR
MEDICAMENTO,ACICLOR,17/05/2021,SIMILAR,106890205.0,01/05/2031,25351851846201899,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA),92695691000103 - KLEY HERTZ FARMACEUTICA S.A,VÁLIDO,ACICLOVIR,ACICLOR
MEDICAMENTO,ACICLOVIR,30/08/1996,SIMILAR,101160144.0,01/08/2001,250000134689665,ANTIVIROTICOS,33258450000138 - KNOLL PRODUTOS QUIMICOS E FARMACEUTICOS LTDA,VÁLIDO,NAN,ACICLOVIR
MEDICAMENTO,ACICLOVIR,22/11/2000,GENERICO,102980250.0,01/11/2025,253510150080068,ANTIVIROTICOS,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,VÁLIDO,ACICLOVIR,ACICLOVIR
MEDICAMENTO,ACICLOVIR,22/01/2001,GENERICO,123520057.0,01/01/2026,253510276040081,ANTIVIROTICOS,73663650000190 - RANBAXY FARMACÊUTICA LTDA,VÁLIDO,ACICLOVIR,ACICLOVIR
MEDICAMENTO,ACICLOVIR,05/11/2001,GENERICO,100890280.0,01/11/2026,253510144630108,ANTIVIROTICOS,33069212000184 - MERCK S/A,VÁLIDO,ACICLOVIR,ACICLOVIR
MEDICAMENTO,ACICLOVIR,19/07/2002,GENERICO,100470329.0,01/07/2027,253510190060165,ANTIVIROTICOS,61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,VÁLIDO,ACICLOVIR,ACICLOVIR
MEDICAMENTO,ACICLOVIR,27/07/2004,GENERICO,125680111.0,01/07/2029,25351001249200415,ANTIVIROTICOS,73856593000166 - PRATI DONADUZZI & CIA LTDA,VÁLIDO,ACICLOVIR,ACICLOVIR
MEDICAMENTO,ACICLOVIR,17/07/2006,GENERICO,118190065.0,01/07/2026,25351026616200655,ANTIVIROTICOS,92265552000140 - MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,VÁLIDO,ACICLOVIR,ACICLOVIR
MEDICAMENTO,ACICLOVIR,22/10/2007,GENERICO,125680163.0,01/10/2027,25351339870200611,ANTIVIROTICOS,73856593000166 - PRATI DONADUZZI & CIA LTDA,VÁLIDO,ACICLOVIR,ACICLOVIR
MEDICAMENTO,ACICLOVIR,15/12/2014,GENERICO,103700610.0,01/12/2029,25351390564201488,ANTIVIROTICOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,VÁLIDO,ACICLOVIR +  ACICLOVIR SODICO,ACICLOVIR
MEDICAMENTO,ACICLOVIR,22/06/2015,GENERICO,183260160.0,01/12/2026,25351649669201426,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA),10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,VÁLIDO,ACICLOVIR,ACICLOVIR
MEDICAMENTO,ACICLOVIR,12/03/2018,SIMILAR,104971416.0,01/03/2028,25351655883201797,ANTIVIROTICOS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,VÁLIDO,ACICLOVIR +  ACICLOVIR SODICO,ACICLOVIR
MEDICAMENTO,ACICLOVIR,24/12/2018,GENERICO,105730556.0,01/06/2025,25351689341201807,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA),60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,ACICLOVIR,ACICLOVIR
MEDICAMENTO,ACICLOVIR,14/01/2019,GENERICO,105730568.0,01/07/2025,25351691204201824,ANTIVIROTICOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,VÁLIDO,ACICLOVIR,ACICLOVIR
MEDICAMENTO,ACIDO ACETILSALICILICO,28/06/2001,GENERICO,102350508.0,01/06/2026,253510074230165,ANALGESICOS NAO NARCOTICOS,57507378000365 - EMS S/A,VÁLIDO,ACIDO ACETILSALICILICO,ACIDO ACETILSALICILICO
MEDICAMENTO,ACIDO MEFENAMICO,27/12/2021,GENERICO,135170062.0,01/04/2030,25351330137202170,ANTINFLAMATORIOS ANTIREUMATICOS,48344725000719 - ALTHAIA S.A INDÚSTRIA FARMACÊUTICA,VÁLIDO,ACIDO MEFENAMICO,ACIDO MEFENAMICO
MEDICAMENTO,ACIDO TRANEXAMICO,13/09/2010,GENERICO,167730151.0,01/09/2025,25351125006200958,ANTIFIBRINOLITICOS,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,VÁLIDO,ACIDO TRANEXAMICO,ACIDO TRANEXAMICO
MEDICAMENTO,ACIDO TRANEXAMICO,12/08/2013,GENERICO,116370099.0,01/09/2027,25351323698201362,ANTIFIBRINOLITICOS,58430828000160 - BLAU FARMACÊUTICA S.A.,VÁLIDO,ACIDO TRANEXAMICO,ACIDO TRANEXAMICO
MEDICAMENTO,ACIDO ZOLEDRONICO,02/03/2015,GENERICO,116370129.0,01/03/2025,25351194444201251,SUPRESSORES DA REABSORCAO OSSEA,58430828000160 - BLAU FARMACÊUTICA S.A.,VÁLIDO,ACIDO ZOLEDRONICO MONOIDRATADO,ACIDO ZOLEDRONICO
MEDICAMENTO,ACIDO ZOLEDRONICO,23/03/2015,GENERICO,102980415.0,01/03/2025,25351572082201289,SUPRESSORES DA REABSORCAO OSSEA,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,VÁLIDO,ACIDO ZOLEDRONICO MONOIDRATADO,ACIDO ZOLEDRONICO
MEDICAMENTO,ACIDO ZOLEDRONICO,13/07/2015,GENERICO,155620038.0,01/07/2025,25351469106201283,SUPRESSORES DA REABSORCAO OSSEA,05439635000103 - ANTIBIÓTICOS DO BRASIL LTDA,VÁLIDO,ACIDO ZOLEDRONICO MONOIDRATADO,ACIDO ZOLEDRONICO
MEDICAMENTO,ACIVIRAX,14/08/2000,SIMILAR,115600082.0,01/08/2025,250000092449947,ANTIVIROTICOS,17562075000169 - CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,VÁLIDO,ACICLOVIR,ACIVIRAX
MEDICAMENTO,ACLAF,22/07/2019,SIMILAR,103850115.0,01/07/2029,25351191156201950,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,83874628000143 - LABORATÓRIO FARMACÊUTICO ELOFAR LTDA,VÁLIDO,AMOXICILINA TRI-HIDRATADA +  CLAVULANATO DE POTASSIO,ACLAF
MEDICAMENTO,ACLAF,29/07/2019,SIMILAR,103850116.0,01/07/2029,25351191169201929,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,83874628000143 - LABORATÓRIO FARMACÊUTICO ELOFAR LTDA,VÁLIDO,AMOXICILINA TRI-HIDRATADA +  CLAVULANATO DE POTASSIO,ACLAF
MEDICAMENTO,ACLASTA,01/08/2005,NOVO,100681026.0,01/08/2025,25351264883200467,SUPRESSORES DA REABSORCAO OSSEA,56994502000130 - NOVARTIS BIOCIENCIAS S.A,VÁLIDO,ACIDO ZOLEDRONICO MONOIDRATADO,ACLASTA
